"","s201_P2_195","s332_P2_760","s486_P3_279","s697_P2_870","s738_P2_114"
"CD38",4.22e-06,2.91e-05,0.000846507,5.43e-05,0
"CD3D",0,0.000827578,5.34e-05,0,0
"CD3E",1.01e-05,7.28e-06,0,1.7e-05,0
"CD3G",0,0,0,0,0
"CD4",0,2.23e-05,2.23e-05,2.58e-05,4.46e-05
"CD40",0.012725572,0.0058432,0.003673695,0,0.000231414
"CD40LG",0,0,0,0,0
"CD44",0.370103356,0.711782957,0.00148334,2.762371422,0.285029599
"CD46",0.006372824,0.005184855,0.006036584,0.003863597,0.005516801
"CD47",0.008468299,0.015818897,0.008237664,0.019614046,0.004030615
"CD48",9.79e-06,0,0,0,0
"CD5",4.91e-06,0,8.36e-06,1.14e-05,0
"CD52",4.28e-05,0.00025337,0.003764356,5.1e-05,0
"CD53",2.59e-05,0,1.78e-05,0,0
"CD55",0.121890835,0.231170002,0.18882997,0.011692339,0.241589355
"CD58",0.000694778,0.000297514,0.000267401,0.001186175,0.0001602
"CD59",0.002814258,0.022201364,0.006500981,0.008389515,0.00425613
"CD6",0,4.55e-05,5.69e-06,6e-05,2.42e-05
"CD63",0.37402304,0.132030972,0.08882376,0.080278069,0.067301389
"CD68",0.003167395,0.02694924,0.005866641,0.007975511,0.000262474
"CD69",0,0,0,7.52e-07,0
"CD7",1.69e-05,0,2.8e-06,0,7.71e-06
"CD70",0.001153706,6.1e-06,0.000135812,5.61e-06,1.22e-06
"CD72",0.00014843,0.000131979,0.000143456,0.000159664,1.72e-05
"CD74",0.041051139,0.022130951,0.043158875,0.001528196,0.028447817
"CD79A",2.69e-05,1.98e-05,2.88e-07,2.45e-07,0
"CD79B",2.68e-06,0,0,0,0
"CD80",0,0,0,0,0
"CD81",0.024730317,0.017935233,0.013554701,0.054531738,0.006573814
"CD82",0.00520036,0.002751592,0.001375796,0.009111023,0.001340168
"CD83",0.006649331,0.00445404,0.000377728,0.014384084,0.002124719
"CD84",0,0,0,0,0
"CD86",5.14e-06,0,0,3.66e-06,0
"CD8A",9.39e-05,0.000148924,0.000270777,0.000164216,2.03e-05
"CD8B",0,0,0,0,0
"CD9",0.015764655,0.065926823,0.012005083,0.094971939,0.009043287
"CD93",0,1.91e-06,0,1.44e-05,0
"CD96",6.16e-05,2.87e-05,4.79e-05,3.94e-05,0
"CD99L2",0.000999167,0.000365179,0.000776411,0.000365298,0.000933191
"CDC42",0.051950341,0.111588764,0.054284496,0.06761927,0.018361054
"CDC42EP1",0.037569818,0.011388276,0.003681841,0.018083549,0.003759237
"CDC42SE1",0.02195659,0.023069361,0.011951944,0.111126851,0.008372856
"CDC42SE2",0.013581698,0.011139027,0.006980326,0.01330656,0.016235948
"CDCP1",0.009325138,0.014101678,0.00272147,0.007727909,0.001389893
"CDH1",2.217233647,0.625472991,0.415731708,0.543461481,0.228840937
"CDH10",0.000212318,0.000190815,5.45e-05,2.32e-05,0.000136297
"CDH11",0.005557394,0.326021545,0.008608779,0.001797439,0.003391703
"CDH12",0,0,0,0.000259425,0
"CDH13",0.000257554,0.000252149,0.000204042,0.000273934,0.000127732
"CDH15",8.35e-05,1.06e-05,1.59e-05,8.74e-06,7.08e-05
"CDH16",0,0,0,0.000121973,0
"CDH17",0.004218377,0.001527658,0.000509219,0.000238952,0.060597107
"CDH18",8.99e-05,1.03e-05,0,0,0
"CDH19",0,0,0,0,0
"CDH2",0.000111458,9.18e-05,0.001869074,0.000107741,0.000125161
"CDH20",0,0,0,0,0
"CDH22",0,0,0,2.81e-05,0
"CDH23",1.67e-06,6.23e-06,2.08e-05,0.000118203,2.08e-06
"CDH24",0.002586294,0.000435762,0.000666777,0.002076396,0.002509601
"CDH26",5.44e-05,0,0.000116964,0.017550506,0.001169621
"CDH3",0.08032815,0.0634874,0.015203732,0.025784989,0.001549085
"CDH4",2.71e-06,0,5.84e-06,1.37e-05,0
"CDH5",9.66e-05,5.9e-06,1.97e-06,1.51e-06,3.44e-06
"CDH6",7.05e-07,1.2e-06,2.4e-06,0,0
"CDH7",0,0,4.55e-06,0,0
"CDH8",0,0,1.71e-07,4.82e-06,1.71e-07
"CDH9",5.17e-06,0,0,1.02e-05,0.001983955
"CDHR1",5.54e-07,0,1.71e-05,4.01e-05,4.25e-07
"CDHR2",2.63e-05,0.000190726,0,4.78e-05,0
"CDHR3",0,0,2.72e-07,9.4e-07,2.72e-07
"CDHR4",3.63e-06,1.55e-06,3.86e-06,6.32e-06,4.64e-06
"CDHR5",1.66e-05,0,0,0,0
"CDIPT",0.000427384,0.000467982,0.000426061,0.000347786,0.000269592
"CDK16",0.004261412,0.005553589,0.002294502,0.00312296,0.001556402
"CDK5",0.000581506,0.000184548,0.000170878,0.000584561,0.000272037
"CDON",4.66e-05,1.13e-05,0.000147313,6.3e-05,1.25e-05
"CEACAM1",0.319357853,0.010442713,0.011704708,0.017701928,0.044042514
"CEACAM19",0.000167703,0.000204688,0.000304682,0.000795503,2.92e-05
"CEACAM20",0,3.3e-06,0,0,0
"CEACAM21",0,0,0,0,3.39e-05
"CEACAM3",2.7e-05,0,0,0,2.08e-05
"CEACAM4",0,0,0,0,0
"CEACAM5",0.000868365,0,0.001911811,0.003477841,0.026123725
"CEACAM6",0.16428352,2.99e-05,0.071180056,0.038586717,0.167412369
"CEACAM7",7.74e-06,0,0,6.61e-05,0
"CEACAM8",0,0,0,0,0
"CELSR1",0.149830214,0.033184174,0.023508866,0.119804177,0.013393272
"CELSR2",0.000784167,0.000338599,0.001408265,0.012830362,0.000981168
"CELSR3",0.0063593,0.002540882,0.000558783,0.004004284,0.00054824
"CFLAR",0.199006973,0.208632722,0.278332079,0.100857358,0.096573511
"CFTR",0,0,0,0,0.000134239
"CGN",0.137314528,0.078743732,0.000832577,0.013949031,0.000277526
"CHIC2",0.000467125,0.00331121,0.000879028,0.001165817,0.000571001
"CHL1",3.28e-05,0.00069073,4.03e-05,3.54e-05,0.000110919
"CHODL",6.36e-06,3.95e-06,8.3e-05,7.86e-05,0
"CHPF2",0.187447609,0.093323614,0.097456928,0.154047566,0.050811345
"CHRM1",0,2.81e-06,0,4.63e-06,0
"CHRM2",0,0,4.49e-06,0,0
"CHRM3",0,0.000479652,0.022783541,0.003563731,0
"CHRM4",0.000509503,0.001242072,0,9.08e-05,0
"CHRM5",0,9.48e-06,1.42e-05,6.9e-06,0
"CHRNA1",1.76e-05,3.38e-05,7.24e-05,0,0
"CHRNA10",9.84e-06,2.86e-05,8.95e-06,1.65e-05,8.95e-06
"CHRNA2",0,0,0,0,0
"CHRNA3",2.23e-06,2.78e-06,8.33e-06,1.33e-05,0
"CHRNA4",0,0,0,0.000319749,1.04e-05
"CHRNA5",0.000794966,0.002430169,0.001081552,0.001202471,0.000687658
"CHRNA6",0,0,0,0,0
"CHRNA7",0,0.000316206,0.006702319,0.000176658,0
"CHRNA9",0,0,3.76e-06,2.56e-06,6.27e-07
"CHRNB1",0.000210919,0.000366751,0.000230637,0.000116725,7.63e-05
"CHRNB2",1.94e-05,1.32e-05,3.3e-05,6.84e-06,0
"CHRNB4",0.000276551,0.00027755,0.000323808,0.007974022,4.63e-05
"CHRND",1.47e-05,7.49e-06,7.49e-06,0,0
"CHRNE",4.67e-05,3.53e-06,2.47e-05,2.46e-06,5.88e-06
"CHRNG",0,0,5.99e-05,1.64e-05,0
"CHST3",0.074454992,0.021021185,0.01069183,0.010192125,0.001139796
"CIB1",0.086014019,0.112204435,0.012582502,0.035889372,0.015829033
"CKAP4",0.004933115,0.003299124,0.00217415,0.00456251,0.000465754
"CLCA1",0,0,0,3.68e-06,0
"CLCA2",2.32e-06,2e-06,0,0.054487828,0
"CLCA4",0,0,0,0.001271392,0
"CLCN1",8.59e-06,5.84e-06,1.95e-06,7.68e-05,0
"CLCN2",0.000756509,0.001182439,0.000108205,0.000156305,0.000182404
"CLCN5",0.002232718,0.00329247,0.000715031,0.002351997,0.001103033
"CLCN6",0.000921869,0.000899882,0.001207634,0.000449325,0.000243118
"CLCNKB",0,2.57e-05,0.000925025,3.19e-05,0
"CLDN1",0.013653732,0.040559079,0.012112539,0.04921982,0.000179711
"CLDN10",0.013661369,0.000330189,0,0.015490694,0.000144457
"CLDN11",2.27e-05,1.07e-05,0.000154745,0.00040801,1.6e-05
"CLDN12",0.001395695,0.004719157,0.001096893,0.000608755,0.001275722
"CLDN14",5.41e-05,5.25e-05,0,0,0
"CLDN15",0.001818079,0.001848307,0.00554492,0.002471917,0.00044729
"CLDN16",0.000417771,0.009388159,7e-05,0.00038638,0
"CLDN17",0,0,0,3.57e-06,0
"CLDN18",0,0,0,0,0
"CLDN19",0,0,1.65e-06,5.45e-07,0
"CLDN2",3.92e-05,2.76e-06,5.51e-06,9.54e-07,0.000625703
"CLDN20",0,0,0,2.51e-06,0
"CLDN22",2.49e-05,0,7.28e-06,0.000112971,0.000243009
"CLDN23",0.000437983,0.000128686,0.000335703,0.000166886,0.000169717
"CLDN24",0,0,0,5.87e-06,1.95e-05
"CLDN3",0.003394292,0.000164246,0.000159807,3.23e-05,0.003116241
"CLDN4",0.008300749,0.007259855,0.001023842,0.005145263,0.004580559
"CLDN5",0.001419697,0.002843921,0.003214867,0.000599911,0.001483785
"CLDN6",1.56e-07,1.28e-07,1.54e-06,2.21e-07,0
"CLDN7",0.002459016,0.0098963,0.002272868,0.004659756,0.005984999
"CLDN8",2.46e-05,0,0,0.000577,0
"CLDN9",0.000316505,0.000405302,1.19e-05,7.36e-05,4.77e-05
"CLDND1",0.017857007,0.012098308,0.00864671,0.018172377,0.004471782
"CLEC12A",0,0,0,0,0
"CLEC12B",0,0,0,0,0
"CLEC17A",0,0,0,4.07e-05,0
"CLEC1A",0,0,0,0,0
"CLEC1B",0,0,0,0,0
"CLEC2A",0,0,0,0,0
"CLEC2B",5.49e-05,0.015918622,4.52e-05,0.034594113,0.00467344
"CLEC2D",0.000161865,0.00131102,0.000599304,0.000352007,9.41e-05
"CLEC2L",0,0,0,0,0
"CLEC4A",3.34e-05,3.13e-05,5.22e-06,2.84e-05,3.13e-05
"CLEC4E",0,0,0,0,0
"CLEC4F",0,0,0,6.61e-06,0
"CLEC4M",0,2.47e-06,0,0,0
"CLEC5A",0,0,0,0,0
"CLEC6A",0,0,0,0,0
"CLEC7A",0.000361669,0.000973868,2.71e-05,0.002855551,6.76e-05
"CLIC4",0.0065011,0.00496141,0.002253824,0.003979503,0.000307569
"CLMP",0.000611822,0.008633462,0.000374927,0.033423966,8.11e-05
"CLN3",0.003028882,0.000572291,0.001885744,0.002816434,0.000813718
"CLPTM1",0.038708498,0.033554152,0.02640805,0.017588246,0.008291255
"CLPTM1L",0.028469208,0.002531338,0.001757547,0.007706752,0.002451332
"CLSTN1",0.078127119,0.097127321,0.029505565,0.054440965,0.006493058
"CLSTN2",3.07e-06,5.23e-06,1.74e-06,6.66e-05,1.74e-06
"CLSTN3",0.00199913,0.002232302,0.001685624,0.001072316,0.000874702
"CLTC",0.020768279,0.017118957,0.012037196,0.024443761,0.00410014
"CMKLR1",0.000202682,0.000160974,0.000134145,4.45e-05,4.47e-05
"CNNM1",4.2e-06,7.88e-05,0.000698327,0.001846529,2.86e-05
"CNNM2",0.00044992,0.000529763,0.000482194,0.000169008,0.000478341
"CNNM3",0.047918543,0.034669309,0.019790856,0.028605259,0.015538854
"CNNM4",0.171490997,0.264767291,0.04416992,0.054782371,0.041977363
"CNR1",2.32e-05,1.96e-05,0,0,0
"CNR2",0,0,0,0,0
"CNST",0.00308941,0.002337882,0.001851306,0.001902796,0.001160832
"CNTFR",0.000127543,0.000178337,0.000138707,0.000475945,9.91e-05
"CNTN1",0.000351809,1.9e-05,0,0.008209108,0.001159724
"CNTN2",3.71e-07,8e-08,1.2e-06,0,8.8e-07
"CNTN3",0,0,0,0,0.00024614
"CNTN4",7.76e-06,0,0,1.53e-05,0
"CNTN5",0,0,0,0.000134283,4.5e-05
"CNTN6",8.57e-06,0,1e-05,0,0
"CNTNAP1",0.000252261,0.000117852,0.00188747,0.0002197,8.65e-05
"CNTNAP2",4.44e-05,0,2.06e-05,0.00268751,4.11e-05
"CNTNAP3",0.000111722,0,0.003422773,0.008673975,0.000571721
"CNTNAP3B",3.73e-05,2.12e-05,0.000192947,0.000218452,1.54e-05
"CNTNAP4",0,0,0,0.000388423,0
"COL13A1",0.001537748,0.001008724,0.00157945,0.000746907,0.001075088
"COL17A1",0.148587923,0.018619554,0.046878601,0.315741489,0
"COL23A1",0.000149982,9.51e-05,0.000570308,4.46e-05,3.17e-05
"COL6A2",0.003272286,0.03597578,0.028394751,0.003520107,0.000512365
"COLEC12",0.002455407,0.002183079,0.001300145,0.00062429,0.000688883
"CORIN",3.62e-07,3.67e-06,6.11e-07,0,0.000313693
"CPAMD8",3.63e-05,6.94e-05,0.000118927,9.13e-05,1.65e-06
"CPD",0.003910175,0.015786753,0.001415098,0.002099813,0.002268538
"CPM",0.004471343,0.000143327,0.000112114,0.000231064,0.002502174
"CPO",0,3.76e-06,3.76e-06,0,0
"CR1",0,0,0,1.25e-05,0
"CR2",0.003760051,0.006131697,2.4e-05,0.000300398,0.001149693
"CRB1",1.64e-06,7.72e-07,3.09e-06,0,0
"CRB2",5.42e-07,0,6.93e-05,1.39e-06,0
"CRB3",0.001539406,0.000358022,8.74e-05,0.000291389,0.000364874
"CRHR2",0,0,1.76e-05,0,0
"CRIM1",0.002404958,0.007378521,0.022550234,0.014521843,0.0046954
"CRTAM",0,5.36e-06,0,4.23e-05,0
"CSF1",0.043836733,0.025970311,0.039503335,0.008898511,0.007373354
"CSF1R",0.00883904,0.003725613,0.002706114,0.000975294,0.000516384
"CSF2RB",7.84e-06,0,0,5.53e-07,0
"CSF3R",0.000128781,6.43e-07,0,0,0
"CSMD1",9.75e-07,2.04e-06,0,0,0
"CSMD2",6.48e-06,0,0,0,6.4e-05
"CSMD3",0,0,0,5.7e-06,0
"CSPG4",1.48e-05,0.000619077,0.000356797,2.35e-06,4.73e-07
"CSPG5",0.001726191,0.000605962,0.005481204,0.000494449,0.000275437
"CTLA4",0,0,0,0,0
"CTNNA1",0.57227629,0.861428517,0.322762866,0.811493781,0.382555981
"CTNNB1",0.269575421,0.099775361,0.172566719,0.242779482,0.058786963
"CTNND1",0.008081058,0.008951148,0.003754253,0.018924697,0.002345045
"CTNS",0.006174787,0.005193765,0.003058634,0.009054478,0.001256513
"CUBN",0.002549769,0.001447194,0.000500952,2.17e-05,0.00029686
"CX3CL1",0.00371707,0.000801984,0.001873493,3.04e-05,0.000745093
"CX3CR1",0.000186444,0.000116159,0.000105599,2.56e-05,7.04e-06
"CXADR",0.001623918,0.001648274,0.002514995,0.001453841,0.000344149
"CXCL16",0.032998812,0.00674907,0.029968906,0.019783125,0.026996119
"CXCR1",0,0,0,0.000109354,0
"CXCR2",4.73e-06,1.95e-05,0,0.00033166,0
"CXCR3",0.002397326,3.06e-05,4.38e-06,5.07e-06,0
"CXCR4",0.001745543,0.000878797,0.001362135,0.001960806,0.001450015
"CXCR5",1.38e-05,1.15e-05,5.29e-06,1.51e-06,8.82e-07
"CXCR6",3.39e-06,1.99e-05,0,0,0
"CYBA",6e-06,0.006124416,0.001457871,0,0.003050289
"CYBB",0.001345838,0.001210213,0.001216295,0.000148395,0.000681125
"CYSLTR1",0.002490037,0.000325113,0.00026009,0,0.002470857
"CYSLTR2",0,0,4.79e-05,0,0
"CYTH1",0.128046816,0.058403839,0.057007536,0.045739172,0.025212517
"CYTH2",0.000338594,0.00014303,0.000182172,0.000415699,0.000186053
"CYYR1",0,0,0,0,0
"DAB2IP",0.015111796,0.003773566,0.002763614,0.012092847,0.001611867
"DAG1",0.017350833,0.009545375,0.00939585,0.022846257,0.003286236
"DAGLA",0.002927853,0.003031985,0.001203984,0.000451289,0.000844257
"DAGLB",0.000831216,0.00090013,0.000507488,0.001046611,0.000184199
"DCBLD1",0.0099448,0.008472657,0.00195153,0.006992096,0.000352266
"DCBLD2",0.012686203,0.047525538,0.030929633,0.002621417,0.000261542
"DCC",0,0,0,4.06e-05,0
"DCHS1",0.000737583,0.000916735,0.000537195,0.000168299,0.001477286
"DCHS2",8.35e-05,0.000485888,0.000161963,0.000103313,4.05e-05
"DCST2",0.000115237,1.36e-05,0.000169487,0.00016431,5.76e-05
"DCSTAMP",6.36e-05,0,0,0,0
"DCT",0,2.95e-06,8.43e-07,0,0
"DDR2",0.001040282,0.00080703,0.000367647,0.000215551,0.000618723
"DGCR2",0.080888105,0.033985116,0.047528308,0.011923623,0.006548267
"DGKG",0.000804567,0.008905822,0.001796472,0.010385489,0.000273852
"DIAPH1",0.042652192,0.089347761,0.029499346,0.057887664,0.045422486
"DISP2",0.000212283,0.000130252,0.000143612,0.00022003,3.34e-06
"DLG1",0.00299896,0.008646699,0.011663064,0.00938378,0.003001798
"DLG2",4.14e-05,5.42e-05,2.71e-05,9.3e-06,5.42e-06
"DLG4",0.000267212,0.0006489,0.000981918,0.000206254,0.000569804
"DLG5",0.006362367,0.007860183,0.003880333,0.004752703,0.000738636
"DLK1",0.000156831,7.07e-05,1.01e-05,0,0.000181824
"DLK2",5.27e-05,1.37e-05,0.000246054,0.002510259,9.57e-05
"DLL1",3.28e-06,4.66e-06,2.52e-05,0.001630704,1.21e-05
"DLL3",0,3.77e-05,0.00021371,0.000430631,0.000854841
"DLL4",0.001124069,0.00014809,4.33e-05,5.66e-05,0.000141255
"DMD",0.001202528,0.000171148,0.000216553,3.99e-05,6.29e-05
"DNAJB4",0.000892659,0.000996622,0.002334318,0.007599985,8.03e-05
"DNAJC9",0.034254541,0.053922363,0.01925228,0.121084191,0.008791046
"DNER",6.58e-06,0.000885536,2.75e-06,1.2e-05,1.38e-06
"DNM2",0.137505022,0.138196493,0.051374124,0.198437731,0.042310697
"DPEP1",8.23e-07,0,0,0,0
"DPEP2",0,0,0,1.22e-05,0
"DPEP3",0,0,0,0,0
"DPP10",0,0,0,0,4.61e-06
"DPP4",0.032721234,0.00061542,0.000161625,0.000197838,0.00150436
"DPP6",2.03e-05,7.44e-07,2.98e-06,1.27e-06,1.34e-05
"DPY19L4",0.001858131,0.000897002,0.000824782,0.000824529,0.000134671
"DRD1",0,0,4.47e-07,1.56e-06,5.28e-05
"DRD2",0,0,8.48e-06,1.76e-05,2.12e-06
"DRD4",1.98e-05,0,9.89e-07,1.67e-06,4.45e-06
"DRD5",0,0,0,7.22e-06,0
"DSC1",0.000117747,0,0,0.000333871,0
"DSC2",0.037594253,0.057336204,0.000178876,0.121379808,0.005380034
"DSC3",4.92e-06,4.62e-06,0,0.01110527,0
"DSCAM",0,0,0,9.86e-06,0
"DSCAML1",1.2e-06,2.02e-06,1.71e-05,5.18e-06,8.16e-05
"DSG1",4.81e-05,0,0,0.001503649,0
"DSG2",0.261461561,0.351670079,0.066166631,0.167154866,0.03281681
"DSG3",1.46e-05,0,1.24e-05,0.083136667,0
"DSG4",0,0,0,8.19e-05,0
"DSP",0.420698284,0.157682276,0.025905647,0.903869289,0.145325413
"DUOX1",0.000851912,0.002801424,0.001459492,0.006441866,0.000783955
"DUOX2",3.81e-05,0.000226982,7.06e-05,4.65e-05,0
"DUOXA1",0.002238911,0.042548846,0.004912094,0.01229299,0.000296508
"DUSP15",0,0,2.2e-05,5.17e-06,4.13e-06
"DYNAP",2.23e-07,0,0,9.61e-08,0
"DYNC2H1",0.000565549,0.001014449,0.000387959,0.001176476,0.000197191
"DYSF",0.00088961,0.004280105,0.002202605,0.003298088,0.000348777
"ECE1",0.028138087,0.027276976,0.033197125,0.008088449,0.00452242
"ECEL1",0,0,0.000102062,0,0
"ECSCR",4.02e-05,2.99e-05,1.96e-05,2.79e-05,1.71e-05
"EDA",5.35e-06,1.43e-06,5.01e-05,9.57e-05,2.86e-06
"EDA2R",6.4e-06,2.21e-06,0.000489143,2.73e-05,0.000192559
"EDAR",0,0,1.17e-07,1.21e-05,2.81e-06
"EDNRA",0.003163692,0.004490746,0.000401187,0.000144816,5.07e-05
"EDNRB",0.000317629,0.00019217,4.47e-05,7.04e-05,4.47e-05
"EEF1A1",0.194669117,0.151651701,0.088430916,0.242597382,0.04892774
"EFCAB14",0.065272903,0.027111542,0.014915868,0.020901789,0.008086619
"EFNA1",0.064713029,0.017060313,0.009824629,0.030596229,0.059390324
"EFNA2",3.09e-05,2.03e-05,1.31e-05,2.77e-06,5.97e-06
"EFNA3",0.0002506,0.000100168,1.99e-05,0.000262897,0.000189345
"EFNA4",0.000821313,0.000294753,0.000136603,0.000182768,0.000272157
"EFNA5",0.000398365,0.002332192,0.005217889,0.011045606,0.000596607
"EFNB1",0.00991744,0.006547803,0.004537537,0.042082726,0.000842936
"EFNB2",0.001266692,0.052177405,0.003460152,0.028964707,0.000630338
"EFNB3",0.000131547,0.000282136,0.000793318,0.000284799,0.001486522
"EFR3A",0.001380108,0.004786062,0.000996142,0.007573882,0.000325947
"EGF",0.000927133,0.000284071,0.000137565,0.000298414,1.03e-05
"EGFR",0.004920692,0.002886594,0.000522502,0.002766424,0.000456629
"EHD1",0.005402974,0.009115662,0.00118863,0.002077111,0.00079242
"EHD2",0.008357587,0.011555514,0.008314803,0.005776699,0.003385228
"EHD3",0.010918115,0.001511523,0.005915789,0.015929659,0.002293345
"ELFN1",3.64e-05,1.04e-06,9.39e-06,3.53e-05,0
"ELFN2",0.001513848,0.00083296,0.004388014,0.000879649,0.000805739
"EMB",0.003528395,0.004723392,0.005961837,0.00167399,0.004500842
"EMCN",0,0,0,0,0
"EMP1",0.010496786,0.017929614,0.001215349,0.110152118,0.000130038
"EMP2",0.127986401,0.108368108,0.041909239,0.171070026,0.015606944
"EMP3",0.003338101,0.00730701,0.006731049,0.020471722,0.000660824
"ENG",0.002444455,0.008151238,0.009139582,0.000101026,8.44e-05
"ENO1",0.008281506,0.009023422,0.002975653,0.008531159,0.00086253
"ENOX1",1.81e-05,1.04e-05,3.3e-06,2.44e-05,1.56e-05
"ENOX2",0.000123373,0.000231495,4.65e-05,0.000176517,6.82e-05
"ENPEP",2.55e-05,0.00020936,0.000333915,0.00012472,4.42e-06
"ENPP1",8.13e-05,0.00251171,0.00033185,3.72e-05,4.57e-05
"ENPP3",1.7e-05,2.92e-05,4.26e-06,7.13e-07,0.000527049
"ENPP4",0.000781752,3.97e-06,0.00052414,2.23e-05,0.001327304
"ENPP5",0.000180034,1.29e-06,4.4e-05,8.97e-06,0.000164276
"ENPP6",0,0,1.35e-06,0,0
"ENPP7",0,0,0,0,0
"ENTPD1",0,0,7.71e-08,3.22e-07,0
"ENTPD2",0.000171656,0.000129392,2.81e-05,0.001718964,0.000253158
"ENTPD3",0.000156386,0.000139244,2.03e-05,0.000299364,5.27e-05
"EPB41",0.010856942,0.004753567,0.001794617,0.001815253,0.001340072
"EPB41L1",0.038944455,0.010096137,0.009872036,0.009530572,0.008463281
"EPB41L2",0.000375731,0.001351548,0.00033877,0.001482707,7.19e-05
"EPB41L3",1.33e-05,4.33e-05,0.001733679,0.000146999,1.19e-05
"EPCAM",0.087771222,0.073315291,0.016304068,0.044091347,0.016085527
"EPGN",1.31e-06,0,0,0.000996407,0
"EPHA1",0.000127041,2.88e-05,4.85e-06,0.000104502,3.45e-06
"EPHA10",0.000833894,0.000567638,0.000114265,7.1e-05,0.000252488
"EPHA2",0.000782396,0.001723245,0.000490468,0.001876151,0.000130199
"EPHA3",0.000382867,0.00039412,0.000496299,0.000198902,0.000384388
"EPHA4",0.001505448,0.001062268,0.000658394,0.000793353,5.33e-05
"EPHA5",0,2.03e-06,2.33e-05,1.05e-06,0
"EPHA6",4.54e-06,1.06e-06,6.81e-05,1.8e-06,0
"EPHA7",0.000344699,2.16e-05,2.88e-05,2.47e-05,1.44e-05
"EPHA8",0,0,1.43e-05,5.14e-05,2.05e-06
"EPHB1",6.09e-05,6.29e-06,5.13e-06,2.32e-06,2.65e-06
"EPHB2",0.000256574,0.000416348,3.1e-05,0.000235656,1.33e-05
"EPHB3",0.002451972,0.006607374,0.001944958,0.005438029,0.001264217
"EPHB4",0.010054889,0.006419114,0.001710431,0.007094014,0.001459458
"EPHB6",0.000155791,0.007921124,0.000111941,0.000192557,0
"EPOR",0.000885848,0.000183841,0.000451821,0.000294723,0.000137107
"EPS8L2",0.076375014,0.0743401,0.042298969,0.045837594,0.040913597
"EQTN",5.24e-06,0,0,0,0
"ERBB2",0.058622216,0.012786401,0.004507768,0.015637218,0.007902525
"ERBB3",0.228574505,0.06681462,0.003975643,0.051183975,0.049410148
"ERBB4",4.41e-06,9.06e-06,0,0,0
"ERC1",0.032851916,0.074421423,0.010132217,0.029168689,0.006789416
"EREG",0.051374359,0.097610692,0.005840789,0.001820458,0.000616971
"ERMAP",0.002610988,0.002171406,0.002185924,0.003192131,0.000341735
"ERMP1",0.022079603,0.018564469,0.017845719,0.032824143,0.014690852
"ERVFRD-1",0,0,0,0,0
"ERVMER34-1",0.000330772,2.71e-05,5.11e-05,0.000736592,4.21e-06
"ESAM",2.8e-06,1.21e-05,5.77e-07,1.69e-05,0.000203142
"ESYT1",0.011055553,0.006092061,0.003553602,0.005764451,0.001930592
"ESYT2",0.025851121,0.039615601,0.021909708,0.011398185,0.009901652
"ESYT3",0.006744072,0.00124384,0.008619669,0.001408858,0.00324057
"ETNK1",0.039563244,0.048961517,0.013150844,0.007978777,0.013084258
"EVA1A",0.000175751,0.000961294,0.000306572,1.07e-05,3.26e-05
"EVA1C",0.001086661,0.000553252,0.00022781,0.010016705,0.001448201
"EVC2",0.001214258,0.001740159,0.002534338,4.76e-05,0
"EVI2B",0,2.67e-05,0,1.89e-06,0
"EXOC1",0.001937729,0.001283202,0.000776901,0.0015065,0.000293511
"EXOC7",0.025225214,0.010846113,0.016479303,0.028306253,0.00436386
"EZR",0.12427182,0.060194517,0.031994169,0.073420375,0.028303262
"F11R",0.021805274,0.015903132,0.00814478,0.01575849,0.011051268
"F2R",0,0.000465405,0.003208215,0.001773092,4.12e-05
"F2RL1",3.64e-05,0.001806027,0.000114476,0.002409238,0.000725912
"F2RL2",0,0,0,0.000110398,0
"F2RL3",0,0,4.19e-05,0,0
"F3",0.000302081,0.001452102,0.000279774,0.000667814,0.000205747
"FADD",0.014245963,0.02169839,0.007695271,0.014964468,0.004023909
"FAIM2",0,0,7.06e-05,1.2e-05,0.00165853
"FAM171A1",0.000267192,0.000763993,0.000678231,0.000624815,0.000306598
"FAM171A2",0.000789375,0.000367479,0.000565494,0.001204441,0.000551218
"FAM171B",0.000308236,0.000709595,0.000523907,0.000532557,3.32e-05
"FAM174A",0.000287981,0.000180513,0.000170351,0.00043414,0.000288701
"FAM174B",0.000135099,6.02e-05,5.22e-05,5.21e-05,2.5e-05
"FAM187B",0,0,0,4.74e-06,0
"FAP",0.000211845,0.000121773,0.000134379,4.61e-05,2.95e-05
"FAS",0.000915107,0.003893454,0.000815366,0.000568646,1.13e-05
"FASLG",0,0,0,0,0
"FAT1",0.001712961,0.001964873,0.017388968,0.008055074,0.000366864
"FAT2",7.22e-05,0.000126537,0.000323157,0.074191125,0
"FAT3",0,6.74e-06,0,1.39e-05,0
"FAT4",0.002552042,0.00350613,0.007400489,0.001606383,2.68e-05
"FCAMR",2.49e-06,0,0,0,3.07e-06
"FCER1G",1.41e-05,0.000105261,1.75e-05,7.25e-05,0
"FCER2",0,0,0,0,0
"FCGR1A",0,0.001241414,0,0,0
"FCGR2A",0.004080864,0.016520747,0.00804916,0.002514954,0.008580628
"FCGR2B",0,0.001375789,0,0,0
"FCGR3A",0,3.94e-05,0,0,0
"FCGR3B",4.04e-05,4.73e-05,0,0,0
"FCGRT",0.012764754,0.003103886,0.002592968,0.000151359,0.002707707
"FCHSD2",0.061275008,0.102589654,0.074894145,0.018126461,0.030918508
